shippriority,customerclass,category,productline,warehouse,regionlookup,censusdivision,stateorprovince,orderdate,affiliate,discount,unitprice,shipcost,profit,qty,sales,orderyear
Two Day,Hospital,photo copier,Copying Stuff,South West W02,West,Pacific,California,16-06-2014,Cheap Suppliez,0.3,96.98,1.88,-108.9693,1,67,2014
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Mountain,Arizona,19-10-2009,Consumer Choice,0.21,18.68,1.92,-131.2416,18,120,2009
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Mountain,Arizona,24-09-2011,Supply Comparer,0.12,18.78,3.67,-104.9443,17,97,2011
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Mountain,Colorado,28-08-2010,Bing,0.02,157.99,3.26,"1,397.73",25,"2,640.00",2010
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Mountain,Montana,10-03-2008,Yahoo,0.18,12.24,3.41,-74.974,11,48,2008
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Mountain,Nevada,24-06-2009,Cheap Suppliez,0.03,56.11,-0.85,90.324,16,172,2009
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Mountain,New Mexico,21-04-2014,Yahoo,0.3,86.7,-1.01,260.7696,14,478,2014
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Pacific,California,14-07-2011,Print Manic,0.12,42.45,5.77,-220.5476,27,221,2011
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Pacific,California,16-10-2012,Bing,0.06,76.41,-3.01,335.0816,16,575,2012
Two Day,Hospital,photo paper,Copying Stuff,Central W05,West,Pacific,California,09-11-2013,Cheap Suppliez,0.24,59.38,1.21,-114.309,9,32,2013
Two Day,Hospital,photo paper,Copying Stuff,North East W03,West,Mountain,Arizona,18-03-2010,Google,0.08,108.18,9.78,400.1976,17,1064,2010
Two Day,Hospital,photo paper,Copying Stuff,North East W03,West,Mountain,Arizona,26-01-2012,Google,0.04,230.6,49.2,549.999,16,"3,401.00",2012
Two Day,Hospital,photo paper,Copying Stuff,North East W03,West,Mountain,Montana,10-09-2014,Google,0.3,8.98,1.62,-112.8376,11,55,2014
Two Day,Hospital,photo paper,Copying Stuff,South West W02,West,Mountain,New Mexico,11-11-2014,Supply Comparer,0.06,123.99,0.99,46.588,10,986,2014
Two Day,Hospital,photo paper,Copying Stuff,South West W02,West,Pacific,Oregon,25-03-2011,Google,0,60.68,-0.4,-27.1002,22,128,2011
Two Day,Hospital,scissors,Paper Stuff,Central W05,West,Mountain,Arizona,15-09-2010,Eco Storez,0.02,45.31,-1.51,49.0763,10,83,2010
Two Day,Hospital,scissors,Paper Stuff,Central W05,West,Mountain,Montana,19-04-2008,Google,0.12,"6,813.02",20.49,"-12,613.26",1,"7,554.00",2008
Two Day,Hospital,scissors,Paper Stuff,Central W05,West,Mountain,Utah,15-06-2011,Google,0.18,58.99,2.81,92.5428,23,398,2011
Two Day,Hospital,scissors,Paper Stuff,Central W05,West,Pacific,California,08-11-2010,Google,0.12,91.7,-0.01,281.6898,14,508,2010
Two Day,Hospital,scissors,Paper Stuff,Central W05,West,Pacific,California,26-11-2014,Yahoo,0.16,51.82,-1.17,-8.6815,14,23,2014
Two Day,Hospital,scissors,Paper Stuff,Central W05,West,Pacific,Oregon,28-11-2010,Bing,0.27,57.8,1.59,-7.6824,1,12,2010
Two Day,Hospital,scissors,Paper Stuff,North East W03,West,Pacific,California,20-04-2009,Yahoo,0.21,54.48,4.6,-13.7214,4,31,2009
Two Day,Hospital,scissors,Paper Stuff,North West W01,West,Pacific,Washington,28-05-2011,Consumer Choice,0.21,55.12,-3.01,-52.4896,55,105,2011
Two Day,Hospital,scissors,Paper Stuff,South East W04,West,Mountain,New Mexico,02-10-2010,Cheap Suppliez,0.04,30.69,0.99,37.0944,8,86,2010
Two Day,Hospital,scissors,Paper Stuff,South East W04,West,Mountain,Utah,08-04-2014,Google,0.24,58.57,0.17,-42.617,8,31,2014
Two Day,Hospital,scissors,Paper Stuff,South East W04,West,Pacific,Washington,11-08-2011,Google,0.21,56.76,-3.3,-3.024,13,21,2011
Two Day,Hospital,scissors,Paper Stuff,South West W02,West,Mountain,Colorado,18-05-2012,Bing,0.06,34.54,2.83,-66.969,12,55,2012
Two Day,Hospital,scissors,Paper Stuff,South West W02,West,Mountain,Utah,15-02-2011,Bing,0.14,27.98,4.68,49.35,11,234,2011
Two Day,Hospital,scissors,Paper Stuff,South West W02,West,Pacific,California,17-04-2011,Official Warz,0.18,45.74,2.69,-59.1312,8,31,2011
Two Day,Hospital,scissors,Paper Stuff,South West W02,West,Pacific,Oregon,19-01-2011,Google,0.14,58.84,13.87,-52.173,2,52,2011
Two Day,Hospital,scissors,Paper Stuff,South West W02,West,Pacific,Oregon,08-04-2013,Bing,0.16,107.99,3.99,238.6368,9,572,2013
Two Day,Hospital,scissors,Paper Stuff,South West W02,West,Pacific,Washington,17-12-2012,Google,0,52.97,2.71,-133.92,19,104,2012
Two Day,Hospital,sharpner,Writing Stuff,Central W05,West,Mountain,Arizona,19-01-2009,Turbo Schoolz,0.06,7.58,2.3,-22.0304,3,21,2009
Two Day,Hospital,sharpner,Writing Stuff,Central W05,West,Mountain,Colorado,08-01-2014,Bing,0.18,210.99,1.9,394.1924,6,674,2014
Two Day,Hospital,sharpner,Writing Stuff,Central W05,West,Pacific,California,20-04-2008,Bing,0.2,18.26,-4.3,-5.149,4,6,2008
Two Day,Hospital,sharpner,Writing Stuff,Central W05,West,Pacific,California,08-06-2013,Cheap Suppliez,0,52.94,2.77,559.3508,20,996,2013
Two Day,Hospital,sharpner,Writing Stuff,Central W05,West,Pacific,Washington,05-07-2011,Google,0.02,174.98,8.99,"1,145.59",11,"1,828.00",2011
Two Day,Hospital,sharpner,Writing Stuff,North East W03,West,Mountain,New Mexico,12-01-2014,Supply Comparer,0.14,66.78,-2.01,243.9012,15,423,2014
Two Day,Hospital,sharpner,Writing Stuff,North East W03,West,Pacific,California,26-05-2010,Google,0.27,38.68,-1,-4.4688,17,27,2010
Two Day,Hospital,sharpner,Writing Stuff,North East W03,West,Pacific,California,09-03-2011,Google,0.12,45.84,1.1,96.156,10,180,2011
Two Day,Hospital,sharpner,Writing Stuff,South West W02,West,Mountain,Arizona,09-05-2010,Print Manic,0.21,42.08,-2.44,35.2728,46,101,2010
Two Day,Hospital,sharpner,Writing Stuff,South West W02,West,Pacific,California,28-04-2009,Bing,0.03,40.84,-1.29,52.3978,21,89,2009
Two Day,Hospital,sharpner,Writing Stuff,South West W02,West,Pacific,California,08-05-2011,Official Warz,0.03,92.99,0,-226.464,1,55,2011
Two Day,Hospital,sharpner,Writing Stuff,South West W02,West,Pacific,California,01-05-2013,Consumer Choice,0.09,49.28,0.97,-88.0372,8,25,2013
Two Day,Hospital,sharpner,Writing Stuff,South West W02,West,Pacific,Oregon,19-05-2013,Google,0,100.5,48.2,"-1,328.39",15,865,2013
Two Day,Hospital,shredders,Paper Stuff,Central W05,West,Mountain,Arizona,16-02-2010,Google,0.18,32.98,1.5,-131.4312,12,88,2010
Two Day,Hospital,shredders,Paper Stuff,Central W05,West,Pacific,California,10-10-2010,Print Manic,0.06,45.99,6.28,-48.503,2,37,2010
Two Day,Hospital,shredders,Paper Stuff,Central W05,West,Pacific,Oregon,19-12-2011,Google,0.3,90.99,-2.5,-144.429,8,328,2011
Two Day,Hospital,shredders,Paper Stuff,North East W03,West,Pacific,California,12-11-2010,Turbo Schoolz,0.15,88.98,31,-709.118,40,"2,954.00",2010
Two Day,Hospital,shredders,Paper Stuff,North East W03,West,Pacific,California,13-03-2011,Cheap Suppliez,0.16,91.99,0.92,64.2915,9,484,2011
Two Day,Hospital,shredders,Paper Stuff,North West W01,West,Mountain,Montana,20-12-2008,Bing,0.16,24.48,1.51,-5.0825,20,267,2008
Two Day,Hospital,shredders,Paper Stuff,South East W04,West,Mountain,Colorado,13-12-2013,Google,0.06,47.98,-2.3,-20.3154,11,24,2013
Two Day,Hospital,shredders,Paper Stuff,South East W04,West,Pacific,Washington,13-06-2010,Google,0.06,34.48,2.51,32.794,10,132,2010
Two Day,Hospital,shredders,Paper Stuff,South West W02,West,Mountain,Utah,23-07-2009,Yahoo,0.21,13.61,-3.5,25.3894,17,46,2009
Two Day,Hospital,shredders,Paper Stuff,South West W02,West,Pacific,Washington,24-12-2011,Consumer Choice,0.1,210.99,2.2,769.7565,7,"1,210.00",2011
Two Day,Hospital,spirals,Copying Stuff,Central W05,West,Pacific,California,13-03-2010,Bing,0.21,78.65,13.45,60.686,13,601,2010
Two Day,Hospital,spirals,Copying Stuff,Central W05,West,Pacific,California,19-08-2013,Eco Storez,0,13.74,5.29,-55.822,23,187,2013
Two Day,Hospital,spirals,Copying Stuff,Central W05,West,Pacific,California,15-12-2013,Bing,0.16,69.98,2.88,360.1545,14,885,2013
Two Day,Hospital,spirals,Copying Stuff,North East W03,West,Pacific,California,16-06-2013,Eco Storez,0,24.08,-3.5,28.1853,30,101,2013
Two Day,Hospital,spirals,Copying Stuff,North East W03,West,Pacific,California,11-02-2014,Cheap Suppliez,0.03,31.38,11.1,-46.2816,5,122,2014
Two Day,Hospital,spirals,Copying Stuff,North East W03,West,Pacific,Oregon,02-08-2010,Google,0.21,8.12,-3.01,-51.9312,14,29,2010
Two Day,Hospital,spirals,Copying Stuff,South East W04,West,Mountain,Colorado,21-06-2013,Cheap Suppliez,0.21,36.38,2.21,6.3204,1,11,2013
Two Day,Hospital,spirals,Copying Stuff,South West W02,West,Mountain,Colorado,22-11-2014,Yahoo,0.1,19.23,2.68,10.8603,19,192,2014
Two Day,Hospital,spirals,Copying Stuff,South West W02,West,Mountain,New Mexico,09-10-2014,Google,0.02,126.84,16.79,373.0968,7,611,2014
Two Day,Hospital,spirals,Copying Stuff,South West W02,West,Pacific,California,21-02-2011,Consumer Choice,0.15,48.37,2.15,-132.041,14,63,2011
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Mountain,Colorado,21-09-2014,Supply Comparer,0.12,92.24,-3.01,729.5434,14,"1,305.00",2014
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Mountain,Utah,11-06-2010,Cheap Suppliez,0.1,70.96,8.22,-47.1936,1,69,2010
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,California,17-10-2008,Turbo Schoolz,0.14,106.99,6.8,106.5448,41,"2,017.00",2008
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,California,23-09-2012,Print Manic,0.14,36.76,6.22,-14.0802,4,154,2012
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,California,28-01-2013,Supply Comparer,0.06,56.08,-0.97,14.241,4,25,2013
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,California,04-06-2013,Google,0.16,63.19,0.03,-10.9473,4,53,2013
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,California,21-08-2013,Consumer Choice,0.06,187.06,4.07,227.1264,4,663,2013
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,Washington,19-07-2014,Turbo Schoolz,0.04,212.99,4.99,-51.0984,4,790,2014
Two Day,Hospital,staplers,Paper Stuff,Central W05,West,Pacific,Washington,06-09-2014,Supply Comparer,0.06,35.98,2.49,-70.0973,11,54,2014
Two Day,Hospital,staplers,Paper Stuff,North East W03,West,Pacific,California,05-11-2008,Google,0.06,18.71,-3.3,-2.8215,16,81,2008
Two Day,Hospital,staplers,Paper Stuff,North East W03,West,Pacific,California,17-11-2009,Bing,0.18,9.34,-1.01,1.7199,36,176,2009
Two Day,Hospital,staplers,Paper Stuff,North East W03,West,Pacific,California,13-01-2011,Bing,0.12,30.88,-4.01,15.408,10,24,2011
Two Day,Hospital,staplers,Paper Stuff,North East W03,West,Pacific,California,17-03-2011,Google,0,39.48,-2.01,155.4597,14,236,2011
Two Day,Hospital,staplers,Paper Stuff,North East W03,West,Pacific,California,03-10-2011,Yahoo,0.02,78.89,16.98,89.2624,57,"2,177.00",2011
Two Day,Hospital,staplers,Paper Stuff,North East W03,West,Pacific,California,27-12-2013,Supply Comparer,0.18,241.99,4.99,-254.4852,5,932,2013
Two Day,Hospital,staplers,Paper Stuff,North West W01,West,Pacific,California,25-08-2011,Google,0.21,54.55,-1.57,25.7278,51,174,2011
Two Day,Hospital,staplers,Paper Stuff,South East W04,West,Mountain,Colorado,24-01-2011,Yahoo,0.06,19.94,-2.61,28.2555,4,52,2011
Two Day,Hospital,staplers,Paper Stuff,South East W04,West,Pacific,California,25-11-2011,Google,0,35.91,2.68,-87.446,41,224,2011
Two Day,Hospital,staplers,Paper Stuff,South West W02,West,Mountain,Arizona,26-06-2009,Official Warz,0.12,56.91,-3.5,42.2674,15,73,2009
Two Day,Hospital,staplers,Paper Stuff,South West W02,West,Mountain,Arizona,28-02-2010,Google,0.3,56.98,3.5,-79.9488,14,541,2010
Two Day,Hospital,staplers,Paper Stuff,South West W02,West,Pacific,California,07-01-2008,Bing,0.27,22.13,-1.77,5.4963,71,260,2008
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Mountain,Arizona,13-03-2010,Yahoo,0.12,54.48,47,"-1,588.58",15,82,2010
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Mountain,Idaho,25-02-2013,Google,0.15,39.89,12.72,129.5136,18,645,2013
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Mountain,Montana,13-07-2014,Bing,0.18,50.34,-2.01,-15.98,12,65,2014
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Mountain,Nevada,22-05-2009,Consumer Choice,0,18.71,7.45,-102.168,9,98,2009
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Mountain,Utah,26-08-2011,Cheap Suppliez,0,68.9,3.86,606.461,20,999,2011
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Pacific,California,07-12-2010,Turbo Schoolz,0.09,29.84,6.37,-43.452,2,18,2010
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Pacific,California,05-06-2011,Print Manic,0.16,70.64,1.3,81.036,35,838,2011
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Pacific,California,09-10-2014,Google,0.09,15.94,-4.04,-3.906,1,4,2014
Two Day,Hospital,tape,Paper Stuff,Central W05,West,Pacific,Oregon,23-11-2011,Google,0.14,20.81,1.83,19.6881,32,109,2011
Two Day,Hospital,tape,Paper Stuff,North East W03,West,Mountain,Arizona,02-07-2009,Bing,0.24,135.99,-2.01,841.016,20,"1,334.00",2009
Two Day,Hospital,tape,Paper Stuff,North East W03,West,Mountain,Colorado,19-12-2010,Cheap Suppliez,0.08,27.46,0.62,-35.1716,14,107,2010
Two Day,Hospital,tape,Paper Stuff,North East W03,West,Mountain,Colorado,10-10-2013,Google,0.08,11.52,-2.08,-7.7995,1,3,2013
Two Day,Hospital,tape,Paper Stuff,North East W03,West,Pacific,California,03-03-2008,Supply Comparer,0.06,134.99,16.99,143.0898,37,"3,692.00",2008
Two Day,Hospital,tape,Paper Stuff,North East W03,West,Pacific,Washington,02-07-2011,Google,0.21,117.99,0.5,539.074,57,"5,657.00",2011
Two Day,Hospital,tape,Paper Stuff,South East W04,West,Pacific,California,09-03-2008,Official Warz,0.24,68.99,1.3,-207.276,4,197,2008
Two Day,Hospital,tape,Paper Stuff,South East W04,West,Pacific,California,27-08-2014,Google,0.1,45.73,1,-38.7688,6,216,2014
Two Day,Hospital,tape,Paper Stuff,South West W02,West,Mountain,New Mexico,12-06-2014,Google,0.03,25.89,1.93,-84.6768,13,75,2014
Two Day,Hospital,tape,Paper Stuff,South West W02,West,Mountain,Utah,09-04-2012,Bing,0.2,77.99,5.99,123.9516,14,645,2012
Two Day,Hospital,tape,Paper Stuff,South West W02,West,Pacific,California,14-01-2012,Bing,0.12,53.99,6.99,-87.6576,19,313,2012
Two Day,Hospital,toner,Printing Stuff,Central W05,West,Mountain,Colorado,16-02-2013,Yahoo,0,35.99,1.78,70.9935,14,146,2013
Two Day,Hospital,toner,Printing Stuff,Central W05,West,Mountain,Utah,09-10-2010,Google,0.18,74.98,6.68,6.012,5,97,2010
Two Day,Hospital,toner,Printing Stuff,Central W05,West,Pacific,California,28-02-2010,Google,0.06,21.67,-1.61,190.659,20,324,2010
Two Day,Hospital,toner,Printing Stuff,Central W05,West,Pacific,California,28-11-2010,Google,0.06,59.74,7.62,-4.128,3,108,2010
Two Day,Hospital,toner,Printing Stuff,Central W05,West,Pacific,Washington,04-03-2011,Bing,0.02,25.91,-3.5,106.457,52,265,2011
Two Day,Hospital,toner,Printing Stuff,Central W05,West,Pacific,Washington,04-08-2011,Bing,0.18,446.88,6.37,780.5707,3,"1,442.00",2011
Two Day,Hospital,toner,Printing Stuff,North East W03,West,Mountain,Colorado,13-11-2013,Yahoo,0,43.74,-2.61,42.2906,7,69,2013
Two Day,Hospital,toner,Printing Stuff,North East W03,West,Mountain,Utah,27-07-2010,Official Warz,0.15,54.98,19.2,-168.423,3,74,2010
Two Day,Hospital,toner,Printing Stuff,North East W03,West,Mountain,Utah,22-01-2011,Turbo Schoolz,0.2,24.6,-2.71,-14.6902,12,20,2011
Two Day,Hospital,toner,Printing Stuff,North East W03,West,Pacific,California,20-12-2010,Yahoo,0.2,70.99,5.99,127.9935,55,"2,654.00",2010
Two Day,Hospital,toner,Printing Stuff,North East W03,West,Pacific,Washington,08-03-2013,Official Warz,0.06,55.98,3.5,-58.1808,7,419,2013
Two Day,Hospital,toner,Printing Stuff,South East W04,West,Mountain,Arizona,15-08-2011,Print Manic,0.04,33.28,11.99,-85.9832,6,161,2011
Two Day,Hospital,toner,Printing Stuff,South West W02,West,Mountain,Colorado,09-03-2014,Google,0.06,205.99,5.99,858.8364,11,"1,472.00",2014
Two Day,Hospital,toner,Printing Stuff,South West W02,West,Mountain,New Mexico,14-09-2013,Google,0.03,82.99,3.59,192.5896,23,607,2013
Two Day,Hospital,toner,Printing Stuff,South West W02,West,Pacific,California,27-01-2011,Google,0.15,47.85,0.6,-9.2829,20,188,2011
Two Day,Hospital,toner,Printing Stuff,South West W02,West,Pacific,California,26-06-2014,Supply Comparer,0.15,48.99,-1.01,142.652,13,257,2014
Two Day,School,book shelf,Office Stuff,North East W03,West,Pacific,California,09-04-2010,Consumer Choice,0.03,102.69,17.99,"1,028.04",67,"5,093.00",2010
Two Day,School,book shelf,Office Stuff,North West W01,West,Pacific,Washington,09-05-2011,Supply Comparer,0,117.98,2.18,725.8779,12,"1,213.00",2011
Two Day,School,book shelf,Office Stuff,South East W04,West,Pacific,California,04-06-2012,Yahoo,0.12,60.44,-0.73,-35.6004,1,47,2012
Two Day,School,book shelf,Office Stuff,South West W02,West,Mountain,Nevada,17-03-2010,Google,0.06,60.3,3.72,-160.8998,19,149,2010
Two Day,School,book shelf,Office Stuff,South West W02,West,Pacific,California,21-10-2010,Print Manic,0.12,28.38,4.99,-22.9418,5,114,2010
Two Day,School,chair,Office Stuff,Central W05,West,Mountain,Idaho,17-02-2011,Bing,0.04,212.99,1,297.1654,9,"1,686.00",2011
Two Day,School,chair,Office Stuff,North West W01,West,Pacific,California,08-06-2011,Cheap Suppliez,0.27,102.99,4.69,"1,108.97",27,"2,135.00",2011
Two Day,School,chair,Office Stuff,South West W02,West,Pacific,California,17-01-2010,Bing,0.15,55.38,10.1,-55.6479,28,656,2010
Two Day,School,chair,Office Stuff,South West W02,West,Pacific,California,23-02-2010,Cheap Suppliez,0.06,173.27,33,-339.8668,11,"2,071.00",2010
Two Day,School,chair,Office Stuff,South West W02,West,Pacific,California,28-09-2010,Turbo Schoolz,0.04,12.68,-3.43,-5.2038,1,2,2010
Two Day,School,chair,Office Stuff,South West W02,West,Pacific,California,14-08-2012,Google,0,70.98,4.5,73.99,81,"2,445.00",2012
Two Day,School,chair,Office Stuff,South West W02,West,Pacific,California,01-06-2014,Consumer Choice,0.06,31.82,0.72,26.542,42,190,2014
Two Day,School,desk,Office Stuff,Central W05,West,Mountain,Idaho,10-08-2012,Supply Comparer,0.15,247.37,65,-331.0272,2,383,2012
Two Day,School,desk,Office Stuff,Central W05,West,Pacific,California,06-07-2012,Google,0.1,31.28,1.17,-102.4786,11,45,2012
Two Day,School,file holder,Paper Stuff,Central W05,West,Pacific,California,06-10-2012,Google,0.03,21.88,-0.51,6.8432,20,55,2012
Two Day,School,file holder,Paper Stuff,Central W05,West,Pacific,California,06-08-2013,Supply Comparer,0.06,129.72,16.95,493.1472,26,"1,995.00",2013
Two Day,School,file holder,Paper Stuff,Central W05,West,Pacific,Washington,27-04-2011,Turbo Schoolz,0.3,33.62,-4.2,14.562,15,35,2011
Two Day,School,file holder,Paper Stuff,North East W03,West,Pacific,California,28-04-2010,Google,0.15,17.68,-3.43,4.896,23,37,2010
Two Day,School,file holder,Paper Stuff,North East W03,West,Pacific,California,07-10-2012,Bing,0,55.58,0.16,200.232,29,353,2012
Two Day,School,file holder,Paper Stuff,North East W03,West,Pacific,Washington,01-01-2011,Google,0.12,53.95,-3.37,-15.3425,11,22,2011
Two Day,School,file holder,Paper Stuff,North West W01,West,Mountain,Idaho,16-06-2011,Yahoo,0.12,311.97,4.18,"1,516.17",12,"3,709.00",2011
Two Day,School,furniture,Office Stuff,Central W05,West,Pacific,California,25-11-2012,Consumer Choice,0.12,39.64,1.95,14.4243,3,23,2012
Two Day,School,furniture,Office Stuff,South West W02,West,Pacific,California,03-10-2012,Print Manic,0.3,75.99,1.99,50.9675,50,"2,694.00",2012
Two Day,School,Ink,Printing Stuff,Central W05,West,Mountain,Idaho,25-10-2012,Bing,0.04,29.84,-4.29,-4.068,1,6,2012
Two Day,School,Ink,Printing Stuff,Central W05,West,Pacific,California,15-02-2011,Bing,0.12,60.48,12.3,315.497,11,553,2011
Two Day,School,Ink,Printing Stuff,North East W03,West,Mountain,Colorado,17-06-2012,Google,0.06,56.48,3.99,-107.0586,8,248,2012
Two Day,School,Ink,Printing Stuff,North East W03,West,Mountain,Utah,08-07-2012,Google,0,47.68,1.66,-16.9632,2,17,2012
Two Day,School,Ink,Printing Stuff,North East W03,West,Pacific,California,19-01-2011,Bing,0.08,10.14,4.6,8.1788,12,65,2011
Two Day,School,Ink,Printing Stuff,South East W04,West,Mountain,Colorado,27-12-2014,Cheap Suppliez,0.27,93.32,-4.01,510.4036,12,823,2014
Two Day,School,inkjet printer,Printing Stuff,Central W05,West,Mountain,Idaho,15-11-2008,Google,0.24,32.28,-2.01,-5.994,13,63,2008
Two Day,School,inkjet printer,Printing Stuff,Central W05,West,Mountain,Idaho,23-05-2011,Supply Comparer,0.04,36.74,8.62,175.8355,9,338,2011
Two Day,School,inkjet printer,Printing Stuff,Central W05,West,Pacific,California,03-11-2009,Cheap Suppliez,0.27,42.98,2.5,-51.3912,9,154,2009
Two Day,School,inkjet printer,Printing Stuff,Central W05,West,Pacific,Washington,12-06-2011,Supply Comparer,0.18,17.75,-1.01,34.866,12,82,2011
Two Day,School,inkjet printer,Printing Stuff,North East W03,West,Mountain,Nevada,16-12-2009,Google,0.21,85.28,15.99,462.6936,13,851,2009
Two Day,School,inkjet printer,Printing Stuff,South West W02,West,Mountain,Colorado,05-07-2012,Eco Storez,0.03,52.89,13.98,88.3128,12,600,2012
Two Day,School,label makers,Paper Stuff,Central W05,West,Mountain,Idaho,04-04-2011,Yahoo,0.12,47.99,7.17,-62.1426,8,166,2011
Two Day,School,label makers,Paper Stuff,Central W05,West,Mountain,Utah,19-02-2014,Turbo Schoolz,0.06,41.48,4.17,-99.3486,4,30,2014
Two Day,School,label makers,Paper Stuff,Central W05,West,Pacific,California,05-09-2013,Bing,0.2,10.88,-3.51,-14.9688,16,31,2013
Two Day,School,label makers,Paper Stuff,Central W05,West,Pacific,California,14-12-2013,Cheap Suppliez,0.2,16.24,2.41,-66.1108,5,25,2013
Two Day,School,label makers,Paper Stuff,Central W05,West,Pacific,Washington,04-01-2011,Consumer Choice,0.06,525.99,21.49,"1,738.14",5,"2,879.00",2011
Two Day,School,label makers,Paper Stuff,North East W03,West,Pacific,California,04-01-2010,Official Warz,0.09,99.8,33,-834.461,20,"1,419.00",2010
Two Day,School,laser printer,Printing Stuff,Central W05,West,Pacific,California,17-11-2009,Google,0.03,19.98,4.44,-161.631,69,357,2009
Two Day,School,laser printer,Printing Stuff,Central W05,West,Pacific,California,15-03-2011,Consumer Choice,0.12,12.52,5.94,0.722,11,125,2011
Two Day,School,laser printer,Printing Stuff,Central W05,West,Pacific,California,02-06-2012,Bing,0.06,57.98,1.07,-95.1948,9,46,2012
Two Day,School,laser printer,Printing Stuff,South West W02,West,Mountain,Idaho,17-05-2008,Print Manic,0.06,20.94,-0.51,176.7412,18,287,2008
Two Day,School,laser printer,Printing Stuff,South West W02,West,Pacific,California,15-04-2012,Supply Comparer,0.27,10.62,-3.2,5.8786,5,14,2012
Two Day,School,markers,Writing Stuff,Central W05,West,Pacific,California,26-10-2012,Yahoo,0.12,41.65,20.6,-340.9938,20,680,2012
Two Day,School,markers,Writing Stuff,North East W03,West,Mountain,Nevada,08-05-2013,Cheap Suppliez,0.1,22.98,-0.2,83.3704,23,272,2013
Two Day,School,markers,Writing Stuff,North East W03,West,Pacific,California,11-02-2014,Turbo Schoolz,0,454.98,15.99,378.5782,2,989,2014
Two Day,School,markers,Writing Stuff,South West W02,West,Mountain,Colorado,10-04-2009,Google,0.02,106.76,4.71,950.91,34,"2,053.00",2009
Two Day,School,office mat,Office Stuff,Central W05,West,Pacific,California,16-11-2009,Official Warz,0.3,8.26,-1.8,13.878,95,415,2009
Two Day,School,office mat,Office Stuff,Central W05,West,Pacific,California,09-04-2011,Bing,0.08,106.1,15.99,13.5606,4,272,2011
Two Day,School,office mat,Office Stuff,Central W05,West,Pacific,California,14-08-2012,Yahoo,0.12,19.98,0.95,-76.8222,20,94,2012
Two Day,School,office mat,Office Stuff,Central W05,West,Pacific,California,25-07-2013,Google,0,52.81,2.48,6.9936,28,202,2013
Two Day,School,office mat,Office Stuff,South East W04,West,Mountain,Arizona,02-08-2012,Eco Storez,0.18,13.48,1.22,-13.176,6,46,2012
Two Day,School,office mat,Office Stuff,South West W02,West,Mountain,Utah,14-05-2014,Official Warz,0.24,30.28,8.15,-92.0997,21,145,2014
Two Day,School,office mat,Office Stuff,South West W02,West,Pacific,California,23-11-2012,Bing,0.16,43.38,5.99,-61.731,68,"1,509.00",2012
Two Day,School,organizer,Office Stuff,Central W05,West,Pacific,California,09-03-2010,Google,0.06,47.67,-1.61,12.125,3,50,2010
Two Day,School,organizer,Office Stuff,Central W05,West,Pacific,California,17-10-2012,Eco Storez,0.2,208.47,16.99,-169.2702,1,196,2012
Two Day,School,organizer,Office Stuff,Central W05,West,Pacific,Oregon,19-08-2011,Consumer Choice,0,"6,829.02",21.49,"2,229.10",3,"22,649.00",2011
Two Day,School,organizer,Office Stuff,North East W03,West,Pacific,California,12-09-2012,Google,0.24,54.18,5.55,60.4593,3,98,2012
Two Day,School,organizer,Office Stuff,North East W03,West,Pacific,California,08-04-2014,Google,0.27,34.68,3.16,-55.5489,11,72,2014
Two Day,School,organizer,Office Stuff,South East W04,West,Pacific,California,25-03-2010,Bing,0.04,9.88,-3.3,27.7344,81,247,2010
Two Day,School,organizer,Office Stuff,South West W02,West,Pacific,California,18-11-2012,Bing,0.16,209.47,16.99,"1,752.24",17,"2,804.00",2012
Two Day,School,paper,Paper Stuff,Central W05,West,Pacific,California,16-02-2010,Official Warz,0.15,235.55,67,-234.9812,10,"1,760.00",2010
Two Day,School,paper,Paper Stuff,South West W02,West,Pacific,California,13-03-2014,Turbo Schoolz,0.06,17.48,5.68,-228.912,16,121,2014
Two Day,School,paper,Paper Stuff,South West W02,West,Pacific,Washington,12-02-2011,Supply Comparer,0,133.33,16.99,-58.302,1,143,2011
